DPR412_classification,construction_year,latitude,longitude,degree_days,floors,net_area,heat_loss_surface,heated_usable_area,cooled_usable_area,heated_gross_volume,cooled_gross_volume,total_opaque_surface,total_glazed_surface,average_opaque_surface_transmittance,average_glazed_surface_transmittance,yie,Cm,surface_to_volume_ratio,Asol,system_type,nominal_power,installation_year,EPh,QHnd,QHimp,total_effective_ventilation_flow,ventilation_type,air_changes,EPv,EPc,EPl,EPt,EPgl,EPw,Interfloor,system_performance,corridor,aereo,theoric_nominal_power,Area_check,air_changes_max
7,2015,44.88975527,8.47288995,2837,0,299.8507,567.0,234.89,324.54,796.95,1101.73,984.0,105.3,0.6921,3.0353,0.0132,42220.15,0.5116,6.18,1,32.03,2012,245.852,73422.95,71623.46,346.42047315,0,0.44502552,0.0,0.0,62.3029,0.0,250.9704,3.9703,3.3928647451998812,1.24,1580.796501212344,7.829666666666666,20.0128698,True,17.50732919254658
13,1991,45.10628383,7.68293881,2617,0,2661.3267,2989.3,2731.96,805.26,14477.64,1273.77,7468.12,2504.72,1.0517,3.6201,0.3427,924943.63,0.231,133.91,5,1340.25,2019,2.6119,497973.95,521594.15,8621.72391739,2,1.29772309,2.5322,6.3632,37.4862,0.7699,248.2512,1.3601,5.299360166327472,73.097,25228.075754917583,91.06533333333333,338.43117352,True,11.208900345636446
13,1884,10.46132617,8.46485823,2476,,4967.6219,6196.98,2008.62,0.0,9663.42,0.0,5680.27,434.44,0.827,3.9171,0.392,511374.29,0.4771,121.23,1,360.17,2022,187.7004,523878.43,523219.1,2554.88451305,2,0.95509466,0.0,0.0,95.1182,1.9835,72.5502,0.0,4.810974699047107,1.388,17243.217575259932,66.954,127.98656428000002,True,12.34677039805783
4,1955,45.28340873,7.66475824,2617,0,6018.5921,1389.2,568.07,1717.13,4223.32,539.0,139.85,49.08,1.1159,3.8034,0.0874,22562.31,0.4187,0.08,1,587.22,2019,287.3978,59527.52,303877.27,3510.7520871,0,0.85211394,0.0,0.0,22.6607,0.0,678.4967,0.0,7.434506310841972,1.861,6882.013363893766,18.93566666666667,6.85458974,True,7.989770607010599
13,1970,44.80671774,7.2576713,4316,4,576.0606,1765.23,576.44,0.0,2551.55,0.0,2031.25,157.37,0.921,5.3448,0.1737,103927.32,0.6663,72.55,1,189.27,2023,287.7799,52372.58,104670.47,2243.73543211,0,0.80862035,0.0,0.0,34.5585,0.0,128.9335,0.0,4.426393033099715,0.631,4662.064915533408,19.21466666666667,54.23784852000001,True,13.419504222923322
13,1990,45.17403473,7.63815816,2617,1,652.6473,1117.42,653.61,645.21,7689.29,0.0,1044.87,230.22,0.5715,2.9907,0.0232,415294.51,0.3681,34.58,1,113.03,2012,129.2761,37043.57,185462.81,3758.5975402,0,0.82715403,0.0,0.0,0.0,0.0,158.0672,0.0,11.764339590887532,2.195,11701.301313346306,21.787,25.71324318,True,5.049157204371275
13,2000,44.80908075,8.16432764,2962,0,96.3127,2270.02,198.36,0.0,19928.36,0.0,354.03,54.12,1.1013,2.6248,0.0123,56837.39,0.6374,11.02,1,749.06,2010,183.686,145314.08,721363.27,0.0,0,0.36160425,0.0,0.0,68.6029,0.0,366.0677,7.6097,100.4656180681589,19.798,27301.554683661845,6.612,10.638948299999996,True,0.5912470469220749
5,1990,44.88435029,8.30068306,2736,,116.1208,3550.18,1181.88,6381.43,4464.8,4491.21,2749.12,222.74,0.8999,4.1452,0.0484,495797.76,0.5312,13.91,1,414.13,2023,58.8188,258432.18,110903.17,0.0,2,0.94028021,0.0,14.1854,17.5883,4.4366,149.9113,8.2434,3.7777100890107285,1.595,8520.558866701142,39.396,67.94469872,True,15.723811144956102
13,1982,44.9003765,8.76643224,2815,0,194.4189,1066.6,419.75,0.0,1618.39,0.0,846.45,88.46,0.5856,2.3991,0.0538,122786.33,0.7678,8.08,1,29.39,2022,297.6295,69023.29,123397.6,0.0,0,0.94266411,0.0,0.0,39.6973,0.0,416.5587,4.3948,3.8556045265038716,0.988,3077.251542261682,13.991666666666667,14.15811012,True,15.406144378054734
8,1987,45.08775609,7.53120821,3000,,2308.8514,773.92,152.38,218.26,730.37,0.0,1129.71,43.58,1.2506,2.4233,0.2894,34282.8,0.5423,0.04,1,68.37,1996,420.1683,56716.08,54619.58,0.0,0,0.32011053,0.0,0.0,42.5922,0.0,864.419,20.8251,4.793083081769261,0.853,1317.7719624236022,5.0793333333333335,30.3684548,True,12.392858414228403
13,2022,44.90065909,8.59502685,2562,,1368.5746,4636.97,1308.01,0.0,8238.55,0.0,5938.43,1011.65,0.2336,2.1073,0.1226,1163802.82,0.2801,339.83,1,326.35,2022,276.8872,650507.16,457076.12,27821.40797921,2,1.18945746,6.9415,0.0,29.4354,0.7619,1372.3125,0.8334,6.2985374729551,1.262,13832.580806217315,43.60033333333333,70.38134586,True,9.430760752802374
5,1990,45.03052257,7.57742569,2468,1,888.714,651.33,350.13,402.72,2129.11,1801.71,1072.49,108.35,1.1077,5.6987,0.2696,216406.99,0.6853,0.1,1,898.19,2018,73.548,831395.72,892861.45,1447.2376349,2,1.10682723,135.357,20.2077,129.8785,0.0,272.0461,86.8054,6.080912803815726,34.672,3614.3139787215246,11.671,36.109026359999994,True,9.768270310129584
4,2004,45.02823379,7.57717241,2617,0,131.3945,561.87,135.67,446.35,2004.44,616.03,608.83,384.7,0.8285,1.223,0.0399,6268003.61,0.3373,0.03,19,1022.69,2016,24.0078,28410.97,7535.2,7464.34986509,1,0.50297663,60.7101,30.3866,44.5095,0.0,189.3698,3.6832,14.774379007886786,2.313,3010.3356176438156,4.522333333333333,19.4980751,True,4.020473548721838
5,2021,45.44604347,8.39975932,2748,-1,4352.8393,9840.6,1239.25,40.9,32290.37,1829.75,6364.63,394.37,1.1933,3.1066,0.2035,1275177.96,0.3984,94.24,1,588.17,2018,237.8278,198209.64,366503.98,0.0,2,0.31511196,0.0,28.66,56.8933,0.0,302.2984,20.7477,26.056380875529552,1.244,45812.23418138627,41.30833333333333,176.40125642,True,2.279671926955312
4,1731,45.36511888,7.30971605,2935,,1067.8373,2259.28,1131.16,1133.86,4295.74,6391.52,2102.83,90.14,0.9009,2.0059,0.12,405477.4,0.4242,34.09,1,167.44,2022,173.5422,168346.78,171378.0,0.0,2,0.64562823,0.0,0.0,37.0526,2.1006,217.5785,8.04,3.7976413593125637,0.873,8185.508582992667,37.705333333333336,41.50502746,True,15.641287414973908
4,1000,44.74901216,7.77942265,2560,0,320.3063,911.13,302.08,91.04,1626.23,1076.91,885.54,75.94,1.4885,1.4378,0.3385,154576.24,0.501,18.4,0,57.4,2009,19.7775,83890.66,30243.55,1159.47074713,0,1.04520351,0.0,56.4868,52.8471,0.0,273.7993,14.901,5.383441472457627,5.062,2837.792805037528,10.069333333333333,28.546256439999997,True,11.033834082509854
8,1901,45.04149965,7.3882115,2543,0,96.8255,177.39,98.92,0.0,2408.9,0.0,171.4,21.21,0.7732,2.2599,0.0376,23560.03,2.1868,0.02,0,43.04,2017,236.9302,23061.29,385797.84,199.20324013,0,0.32468192,0.0,0.0,75.1004,0.0,1283.8053,354.2235,24.352001617468662,16.461,3498.865927333027,3.2973333333333334,3.60917918,True,2.4392245423222216
4,1903,45.46492027,0.0,2631,0,181.1223,1239.46,305.8,125.77,4097.38,2380.61,595.13,75.69,1.1307,2.4037,0.2108,23495.68,0.4107,0.02,31,31.34,2019,274.1079,40992.23,109231.08,0.0,0,0.39606596,0.0,222.2729,45.0402,0.0,184.7618,0.0,13.398888162197515,1.303,6164.751393168764,10.193333333333333,17.09699088,True,4.433203656971041
10,1965,45.9240872,7.59636346,2426,0,134.6528,360.35,10560.86,2524.11,46757.87,357.67,19588.55,1962.53,0.9305,2.1786,0.5195,3985302.55,0.3467,1020.55,19,504.37,2017,59.8887,2303764.81,1984489.43,28288.27367874,1,0.42562846,67.5401,0.0,51.8189,0.4141,204.7097,0.6123,4.4274680281719485,3.138,85198.03883819305,352.0286666666667,450.05427266000004,True,13.416245949612332
5,1980,44.32361481,8.4983994,2562,,2195.0962,125.94,1921.65,2253.14,8780.41,3990.62,4277.83,708.85,1.5171,3.4412,0.2564,418441.5,0.4394,77.9,1,791.77,2009,176.4134,610772.03,635765.68,8003.14796226,2,0.45208491,10.6362,6.3591,1083.9773,1.4411,378.7058,2.3852,4.569203549033382,1.875,15877.04768816648,64.055,178.58381026,True,13.000077445130698
13,1950,45.00451189,7.55692165,2922,0,431.3367,1086.04,442.74,0.0,1682.18,0.0,827.02,235.53,0.9886,3.7224,0.3871,112443.4,0.2279,0.07,1,64.51,2017,187.0568,50927.69,50548.49,0.0,0,2.06026117,0.0,0.0,19.6747,0.0,166.8867,7.5321,3.7994759904232733,0.61,3211.859048126309,14.758000000000001,33.88657688,True,15.633734796514048
13,1950,45.00660894,7.56398929,2860,0,1083.8413,2191.09,591.24,612.54,2696.09,127.63,1363.07,154.97,0.4424,0.8344,0.3324,235470.54,0.4623,44.26,0,153.04,2014,171.0305,113059.98,112082.94,2395.33810002,0,0.94832632,0.0,0.0,42.7018,0.0,388.7628,0.8854,4.560060212434883,1.108,4887.195219396995,19.708000000000002,14.646582719999998,True,13.02614378600121
13,2004,45.70194191,8.46199375,2562,0,1373.3536,2861.72,2666.56,0.0,11389.95,0.0,2723.19,181.07,0.4223,2.0719,0.2786,483129.1,0.487,70.4,19,434.0,2022,166.7111,245685.32,351810.98,41648.12444452,2,1.01215028,0.0,0.0,49.1031,0.0,133.9342,1.8035,4.271402106084244,0.791,20966.625369108955,88.88533333333334,30.503241400000004,True,13.906440677966103
4,1927,44.83998838,7.47190673,2941,1,1112.4481,3050.87,844.63,1476.27,5934.41,4231.58,2736.89,247.61,1.3696,1.3298,0.3969,239320.94,0.7538,41.11,0,231.49,2023,159.1637,168206.33,228860.99,146.33280375,0,0.8905431,0.0,0.0,46.7135,2.8569,310.3467,27.2988,7.026046908113612,1.702,9760.382714367752,28.154333333333334,81.55432643999998,True,8.454256109705936
10,2008,45.07523755,7.54054614,3536,0,914.3491,2610.23,176.22,0.0,12151.02,0.0,3498.2,13.7,1.3097,2.4271,0.5575,600513.23,0.3034,41.73,1,420.73,2019,246.8605,254607.9,254389.7,15755.96766798,2,0.72865843,0.0,0.0,46.4403,0.0,202.7044,76.3723,68.95369424582908,5.848,16789.34805948168,5.874,92.29687619999999,True,0.8614476809354276
13,1819,44.98220088,8.20033419,2617,2,1065.3263,3085.07,830.88,829.2,4544.31,2831.95,2039.27,234.22,0.2328,1.9959,0.0116,172815.89,0.3432,0.0,1,298.17,1997,103.4568,201081.4,207137.79,0.0,0,4.48820054,0.0,0.0,28.3019,0.0,272.0477,0.6092,5.469273541305604,2.41,7872.507355507638,27.696,18.84443508,True,10.860674557853667
13,2014,44.56905385,8.42598826,2776,3,6683.3852,18424.13,6351.35,2361.01,22465.88,17220.88,17633.61,1226.55,0.7997,2.6058,0.0789,3362185.18,0.3889,1449.45,1,555.76,2018,192.4864,1440599.67,1884435.08,45423.10914825,2,1.04496043,84.4343,32.3553,44.4059,0.7407,73.0273,0.4523,3.5371818589748636,1.541,43701.75890991801,211.71166666666667,345.95483814,True,16.793029696588786
13,1984,44.80193404,8.25053149,2616,0,788.4857,822.88,446.93,0.0,3292.1,0.0,1570.96,23.43,2.7639,2.4471,0.1671,200529.88,0.5011,20.9,5,191.28,2017,140.7352,84025.93,41507.59,488.08269169,0,0.49787625,0.0,0.0,0.0,0.0,0.0,0.5509,7.3660304745709615,0.66,5378.180804602007,14.897666666666668,87.98623794,True,8.064044834604053
12,1958,44.65845836,8.46547499,2779,0,44.2978,778.31,248.32,292.31,1408.75,0.0,714.81,21.34,1.1691,4.0294,0.224,133471.36,0.696,15.11,31,825.24,2021,119.6798,91170.7,137683.9,0.0,0,1.30346952,0.0,0.0,90.7948,0.0,572.1456,0.0,5.673123389175258,4.633,2432.4168895473704,8.277333333333333,18.43343534,True,10.470422715173026
13,1875,44.34813274,7.41157414,2807,9,4078.951,1023.43,4020.75,0.0,18266.33,0.0,8094.72,297.96,1.0518,1.0695,0.0918,1357095.66,0.4138,182.15,19,1045.12,2008,220.0349,503861.43,525854.88,24728.49509845,2,0.99489313,2.1868,0.0,52.4393,0.4158,272.1011,0.5612,4.5430156065410685,0.594,33064.77641116071,134.025,176.65389432,True,13.075015616163729
4,1921,45.26822414,7.77658935,3001,,304.2752,1782.44,305.57,0.0,890.23,0.0,1004.89,130.31,0.7005,3.1282,0.128,48503.79,0.4218,30.07,1,33.86,2022,208.5197,66087.22,68707.45,473.02383871,0,0.50234368,0.0,0.0,55.2444,0.0,363.2644,8.1968,2.9133422783650227,1.078,1856.5973136568005,10.185666666666666,22.23122374,True,20.388953416532807
4,1940,45.0080743,7.64578295,2617,0,470.2538,304.48,795.3,0.0,5227.32,0.0,1161.24,119.21,1.229,3.4085,0.3858,151407.53,0.2195,30.94,0,82.84,1990,231.0087,125764.04,121385.88,0.0,0,0.66331882,0.0,0.0,60.1848,0.0,424.0918,0.0,6.572764994341758,0.661,8709.545736843489,26.509999999999998,36.66982490000001,True,9.037292532311012
13,2019,44.8822816,7.75986437,2538,0,966.6031,1432.63,910.77,0.0,3306.71,0.0,645.56,246.0,0.8916,1.9978,0.4453,130478.15,0.776,52.88,1,220.34,2016,235.1629,248214.57,196388.83,4718.72849227,1,0.9515233,0.0,0.0,29.269,0.0,265.7535,2.0166,3.6306751430108593,0.917,6389.643575816629,30.358999999999998,21.340801919999997,True,16.360593459964736
7,1955,46.09364553,7.6313991,2802,,309.605,1164.86,171.99,793.05,1939.91,0.0,917.91,92.35,0.4772,3.2286,0.1754,132985.21,0.4885,40.58,31,140.28,2017,73.2198,81870.58,25721.27,0.0,0,0.43310011,0.0,0.0,17.363,0.0,354.426,23.4828,11.279202279202279,2.042,2992.3626455972967,5.7330000000000005,14.72375724,True,5.266329881283152
7,2018,44.81461026,7.64460197,2457,3,199.522,6071.08,354.31,52.15,2275.61,0.0,1292.18,1260.45,0.3204,1.0602,0.1826,936359.87,0.4758,843.21,1,955.57,2016,354.356,274980.48,654530.82,4851.58575483,2,2.85592244,0.0,0.0,38.9114,0.0,399.1756,132.0543,6.422652479467134,5.213,3819.712996198092,11.810333333333334,35.00687124000001,True,9.248515343138763
13,1970,44.43642966,7.76996814,2617,,1403.7518,8971.06,2237.28,1667.85,31079.7,16605.52,11193.53,1228.09,0.8015,4.083,0.437,8272827.09,0.3657,372.91,19,1420.75,2019,242.5807,444821.21,566240.0,0.0,0,0.32490048,0.0,0.0,40.9175,0.1608,514.6115,0.4006,13.891734606307658,1.043,46320.04357591194,74.57600000000001,279.7181153,True,4.275923898879332
13,1978,44.37328242,7.95686268,2830,,3135.1423,1217.8,2395.79,0.0,34619.18,0.0,6375.11,2026.29,1.7628,1.056,0.5555,2114575.17,0.3665,372.54,1,715.01,2000,265.4444,844551.63,910861.59,9105.19381808,2,1.0862537,15.1112,0.0,45.9135,0.0,534.6822,7.5089,14.450006052283381,1.432,51383.84901040492,79.85966666666667,267.55612296,True,4.11072492184968
13,1960,44.85651404,7.97827277,2523,1,389.7983,727.18,505.94,199.42,1725.65,1831.25,956.23,79.8,0.4088,1.3044,0.426,130947.86,0.7919,32.78,1,84.03,2009,234.3204,72396.95,73740.8,0.0,0,0.38222299,0.0,0.0,1.7288,0.0,335.5029,0.0,3.410779934379571,0.622,3405.3413320512013,16.86466666666667,9.89995888,True,17.41537159910758
5,1980,44.39631457,8.73435047,2560,,1957.8909,8587.44,5281.91,4333.43,195196.01,13817.25,6017.82,385.84,1.0208,3.0086,0.2947,2860141.79,0.138,216.12,1,2105.19,2009,195.7564,1365259.46,1831119.99,131715.37341301,2,0.66738851,41.6119,1.5173,81.7987,0.4324,244.8583,8.4213,36.95557288935253,1.771,271795.8791992882,176.06366666666665,146.07657759999998,True,1.6073353855952281
13,1870,45.0665529,7.88175013,2746,0,3528.6056,12171.83,7840.22,6954.41,52211.64,630.45,6373.7,1350.97,1.1563,2.5695,0.2795,1023002.28,0.3079,535.94,1,799.64,2017,112.5629,1383071.41,1313061.72,15887.99868438,2,1.06954252,130.0708,4.484,49.9248,0.0,208.9648,0.3812,6.6594610865511426,1.488,86592.25326698058,261.34066666666666,216.8245345,True,8.919640677825864
4,1858,44.29875692,8.61962067,2838,,773.1162,1515.57,143.11,0.0,3289.41,0.0,135.2,266.83,1.197,1.6729,0.2971,117708.56,0.5453,0.08,0,80.05,2005,371.8816,229291.17,226181.38,296.36493697,0,1.34557081,0.0,0.0,28.5339,0.0,331.2038,9.113,22.985186220389906,4.25,4764.352535405355,4.770333333333334,12.16428614,True,2.5842731675285235
11,1990,45.12301194,8.04650507,2840,0,576.8085,546.58,599.95,461.0,4275.63,3361.33,2223.15,154.29,0.188,1.2808,0.6261,305599.34,0.3041,35.4,4,143.72,2018,91.0996,219360.4,32306.83,0.0,0,1.14748486,0.0,0.0,29.2084,0.0,77.3115,3.8869,7.126643886990582,0.591,7019.786210730738,19.998333333333335,12.31133664,True,8.334919064558909
5,1921,44.28384736,7.5384328,2491,0,450.1986,9321.61,4078.85,0.0,58942.92,0.0,8111.46,1398.43,0.6256,1.3499,0.3163,1707375.43,0.3884,134.61,19,1485.57,2012,142.3601,1318307.0,1282568.14,10083.09600792,2,0.52218842,39.2979,0.0,130.4045,0.5685,251.9313,7.7943,14.4508672787673,2.209,87455.6114390456,135.96166666666667,139.24540066,True,4.1104799355037045
13,1980,45.56848984,7.71575368,2664,,1732.1229,308.97,933.39,1015.57,9965.08,7962.79,4791.13,331.37,1.4674,2.9538,0.2708,708223.43,0.3891,30.58,1,453.65,2019,75.2246,237588.28,147689.57,0.0,0,0.30151141,0.0,24.6891,33.3335,2.8851,255.9229,0.6588,10.676223229303936,2.103,15337.529212323572,31.113,160.18609736000002,True,5.563765268316963
8,1995,44.77724719,7.65101436,2648,0,168.1193,503.57,179.04,149.27,778.11,824.14,516.17,29.81,0.2329,1.6125,0.2243,34570.88,0.6432,0.01,1,239.08,2018,85.1758,54398.75,40283.02,1751.50616721,3,10.16618216,0.0,15.3476,60.0454,0.0,871.1755,956.3762,4.346012064343164,2.642,1437.7440827046573,5.968,3.3656923599999993,True,13.667702509927903
4,1910,44.75071567,7.47740654,2643,0,52.1227,237.26,4098.65,54.17,15616.64,0.0,5440.5,379.6,1.8176,1.0712,0.0133,807976.67,0.1986,180.88,1,557.99,2010,172.4682,379367.04,963573.93,0.0,0,0.6404743,0.0,0.0,70.8639,0.9582,371.7156,0.38,3.810191160504069,1.363,29698.13933317143,136.62166666666664,205.90560639999998,True,15.58976899000041
13,1973,44.70397114,36.21181416,2561,0,494.7922,640.05,159.43,0.0,2321.28,0.0,570.08,82.12,0.5667,2.9134,0.1116,453660.47,0.5269,0.13,1,105.17,2021,272.8152,96735.11,68552.9,3390.76592542,0,0.77657046,0.0,0.0,0.0,0.0,380.3532,2.829,14.55986953521922,1.576,3483.53332953589,5.314333333333334,11.24625488,True,4.07970688585608
5,1991,44.76314443,8.37007544,2494,,451.0538,6472.11,2948.15,3276.28,16276.36,17015.06,4691.57,356.41,1.0558,3.5285,0.4583,495447.17,0.4098,197.63,19,1783.07,1998,153.3614,540048.64,3071591.33,6227.35703265,0,0.30141121,0.0,0.0,104.6029,0.0,401.1655,15.7197,5.520872411512304,6.794,28094.607345916706,98.27166666666668,124.21904582,True,10.759169126266562
13,1902,44.78256871,7.66204083,2656,,423.5303,1536.2,540.77,0.0,3808.77,0.0,1466.09,41.67,1.4429,4.685,0.2342,144137.71,0.5564,0.07,1,450.4,2018,190.8344,42531.03,131236.7,2651.97059189,0,0.64672347,0.0,0.0,26.8613,0.0,244.426,10.6966,7.043234646892395,1.272,6269.062029522072,18.025666666666666,46.21290422,True,8.433625028552525
13,1954,44.89578929,7.5668923,2621,,738.6239,787.22,548.68,841.16,9021.64,1349.74,2623.62,127.73,0.7428,2.7597,0.3334,386662.83,0.5917,49.07,1,286.15,2019,111.1661,120774.06,145054.73,0.0,0,0.95974382,0.0,0.0,28.8507,0.0,154.3484,1.8821,16.442443683021068,2.378,13264.860664382395,18.28933333333333,46.026428339999995,True,3.6126016999126547
13,2000,44.99032185,8.12694215,2469,,3521.6796,5622.2,3718.38,3629.15,14814.94,14318.91,6451.41,501.9,1.1337,2.6994,0.3551,1227770.02,0.3653,207.0,1,559.19,2021,202.2903,459717.61,537109.68,0.0,2,0.64784279,0.0,0.0,36.4447,1.056,254.6895,1.2257,3.984245827484012,0.714,27807.283745234396,123.946,173.37584754,True,14.908718631327565
13,1935,46.04255521,8.2069945,2617,0,308.5267,115.18,471.28,112.69,1489.97,0.0,1984.1,46.71,0.7655,2.7966,0.0273,11424.25,0.5672,26.94,1,181.53,2019,138.899,1227110.31,96231.2,0.0,0,0.54614285,0.0,0.0,30.296,0.0,352.1419,0.0,3.161538787981667,1.47,3015.3912830306117,15.709333333333332,32.98915472,True,18.788319227903916
4,1679,45.06620442,8.19893524,2822,,3507.7528,9989.47,319.38,0.0,10102.01,0.0,1713.68,63.34,1.7224,5.4148,0.2509,155614.05,0.207,0.06,0,6150.88,2000,367.0223,129199.13,567964.81,0.0,0,0.50068311,0.0,0.0,108.6104,0.0,172.3713,22.5075,31.63006449996869,4.845,14254.988953189826,10.645999999999999,65.89231728,True,1.8779601287268572
5,1980,44.91693373,8.74823668,2617,,2192.1995,8547.9,6604.08,4127.58,133775.42,32667.76,7699.5,1707.69,0.9817,4.1823,0.4864,2067940.64,0.3361,205.94,1,15746.84,2009,149.383,2258877.41,713432.73,79401.68026269,2,1.11018704,92.7383,1.4131,105.2105,12.4895,341.6785,0.2664,20.25648084214607,0.723,192711.2388998908,220.136,294.01342073999996,True,2.9323948450320687
13,1713,44.65593309,7.29832888,2746,,1328.7139,3435.61,1292.06,0.0,6327.68,0.0,2457.9,353.23,1.8031,2.9495,0.5797,738057.85,0.4016,160.37,1,839.99,2016,272.39,225316.74,225583.22,19883.1125602,0,0.87184357,0.0,0.0,129.9706,2.0006,264.8715,1.6073,4.8973577078463855,0.641,11246.054088627416,43.068666666666665,109.47382750000001,True,12.128989455851118
13,1813,44.71867819,8.61341694,2905,,1210.0287,3348.14,1231.11,964.11,6721.28,2307.05,3469.89,390.71,0.8218,1.9658,0.2477,1588167.31,0.4436,71.62,19,410.58,1993,345.5326,169391.28,386361.53,0.0,2,0.64379414,0.0,26.4224,50.2847,0.5247,262.8542,1.384,5.459528393076167,0.908,11640.718507659849,41.037,72.3922664,True,10.880060643210818
10,1857,45.69789119,8.2019313,2579,10,1366.9889,6101.43,4921.04,2441.3,15112.1,7706.82,6783.27,511.35,0.8281,2.467,0.0404,2351463.27,0.3841,172.24,1,534.53,2022,361.6492,424347.98,1100763.98,21044.55524353,2,2.10561465,2.1592,0.0,10.695,0.0,96.1207,14.7306,3.0709159039552616,0.619,30801.858949262256,164.03466666666665,137.57452674,True,19.342763480919263
5,1976,45.44943409,7.35985989,2815,0,1042.9426,1471.94,256.68,0.0,2061.48,0.0,724.52,236.08,1.2359,4.8271,0.069,369172.69,0.7203,86.48,31,4812.73,2021,528.1697,103905.98,97654.11,601.52278192,0,0.93072628,0.0,0.0,57.9588,0.0,415.1589,3.9246,8.031323048153343,0.72,3327.87908542353,8.556000000000001,40.70032072,True,7.396041678793876
13,1989,45.62485129,7.63147525,2772,0,79.8104,8303.03,1944.57,1558.29,19531.37,18689.9,8833.91,683.46,0.9361,1.2465,0.2251,1176546.92,0.3402,163.79,19,416.45,2017,211.3769,1704714.19,650387.06,17397.73737394,0,1.77861591,0.0,9.166,23.7813,3.9259,242.1417,1.5272,10.0440560123832,1.582,30277.656741680556,64.819,182.42712082,True,5.91394551431876
13,1960,45.06608748,7.65813759,2635,,444.9084,10043.83,4253.38,0.0,18497.29,0.0,8685.7,547.87,1.2809,4.3733,0.1622,1552733.05,0.5646,350.69,1,535.0,2021,168.6219,562786.13,558812.41,12311.23705848,2,1.87800009,17.7559,0.0,123.2115,0.0,493.5865,0.8906,4.348844918629419,0.779,33875.27056576364,141.77933333333334,270.43026002000005,True,13.658799316007912
13,2000,44.93071977,7.74369083,2911,0,155.029,2923.66,740.23,0.0,4526.24,0.0,1311.98,136.65,1.0086,2.1172,0.2119,462407.6,0.5017,60.36,1,339.62,2021,167.8855,27866.65,137732.24,40227.71393331,0,0.35372772,0.0,0.0,31.7055,0.0,273.8054,8.3087,6.114640044310551,1.108,7654.2931449391335,24.674333333333333,32.25156816,True,9.714390310721484
7,1768,45.04883914,7.63260913,2636,0,492.198,6871.43,197.66,0.0,2384.45,0.0,1020.25,11.68,1.1195,1.9454,0.0012,272254.3,0.6364,22.23,19,113.71,2012,137.0638,41601.92,41535.42,250.38989974,0,0.30053157,0.0,0.0,0.0,0.0,118.1518,0.0,12.063391682687442,1.533,3642.954051017054,6.588666666666667,23.297842940000002,True,4.923988341126885
4,1911,44.69024912,7.87403972,2562,0,139.784,1174.79,311.76,0.0,1230.7,0.0,909.05,31.33,1.2287,3.2958,0.4117,79716.09,0.5696,0.48,1,28.15,2009,275.6809,42408.17,50461.76,1228.30035761,0,0.31442511,0.0,0.0,56.6196,0.0,457.3608,2.8379,3.9475878881190662,0.587,2327.0477249046676,10.392,24.404142979999996,True,15.047163402941417
13,2021,44.99534986,7.60134968,3004,0,873.9985,2921.79,2444.04,2399.8,49976.89,43997.41,16744.53,2572.84,0.9462,2.9922,0.0592,1965720.56,0.3502,230.04,1,533.59,2021,172.1108,1329544.45,1355360.48,3719.48188553,2,1.03789009,15.0857,0.2434,42.8373,0.757,362.5091,2.2621,20.44847465671593,3.222,71983.14573404766,81.468,470.84252267999995,True,2.904862147284475
13,1998,45.5525456,7.6759536,2617,1,1302.97,2232.43,554.23,0.0,7863.62,0.0,5155.15,46.66,1.039,1.5765,0.1142,679954.46,0.7827,0.03,0,334.75,2019,306.6399,365587.9,187031.47,41696.30722658,0,1.15951469,0.0,0.0,42.7954,0.0,214.9834,1.1849,14.188369449506522,1.101,11726.07526338728,18.474333333333334,108.59520679999999,True,4.1865275789013205
13,1984,46.11558784,7.64692082,2553,,531.1314,1259.2,455.54,0.0,1859.32,0.0,1455.67,89.18,0.7349,1.1187,0.1819,258294.72,0.537,19.36,31,330.93,2022,233.1984,45379.64,130197.83,2113.42796227,0,1.26966175,0.0,0.0,29.6648,0.0,353.0041,0.3114,4.081573517144488,1.226,3476.5757283033718,15.184666666666667,23.390750980000004,True,14.553210851278966
13,1980,44.98612854,7.19962426,2617,,2316.8561,1955.44,2428.47,1150.79,6849.92,0.0,8667.96,371.21,1.162,5.5539,0.3664,2467301.58,0.4533,132.72,1,507.86,2016,195.7456,449098.17,973423.3,0.0,0,0.64537675,0.0,0.0,53.1885,0.7219,234.2907,1.2159,2.820673098700005,2.048,14393.961011544161,80.949,242.67665477999995,True,21.058803314491268
7,1890,45.75082482,7.67513471,2553,1,547.4675,301.17,230.52,0.0,1361.15,0.0,668.45,62.67,0.7465,1.668,0.0236,10309.63,0.6413,0.02,0,44.89,2012,439.3018,46272.19,68539.86,2320.05165964,0,2.57810477,0.0,0.0,0.0,0.0,1183.2664,336.5896,5.90469373590144,0.677,2331.1472595022783,7.684,12.070629700000001,True,10.059793556918782
4,1970,45.03169511,7.57598899,2760,0,1030.7547,3072.95,86.52,1065.88,4700.68,6799.83,2486.92,207.78,1.377,1.2599,0.0596,537983.61,0.5609,9.6,19,155.62,2017,192.2523,132911.28,95091.31,0.0,0,0.644087,0.0,11.5539,45.0756,0.0,379.2374,8.1503,54.33055940822932,5.717,6617.689662720813,2.884,73.72541724,True,1.0933073512768365
